dem_id,node,product,segment,bid,capacity
276,30,28,L,250.0,1000000000000.0
277,31,27,L,250.0,1000000000000.0
278,31,28,L,250.0,1000000000000.0
279,32,27,L,250.0,1000000000000.0
280,32,28,L,250.0,1000000000000.0
281,33,27,L,250.0,1000000000000.0
282,33,28,L,250.0,1000000000000.0
283,34,27,L,250.0,1000000000000.0
284,34,28,L,250.0,1000000000000.0
285,35,27,L,250.0,1000000000000.0
286,35,28,L,250.0,1000000000000.0
287,36,27,L,250.0,1000000000000.0
288,36,28,L,250.0,1000000000000.0
289,37,27,L,250.0,1000000000000.0
290,37,28,L,250.0,1000000000000.0
291,38,27,L,250.0,1000000000000.0
292,38,28,L,250.0,1000000000000.0
293,39,27,L,250.0,1000000000000.0
294,39,28,L,250.0,1000000000000.0
295,40,27,L,250.0,1000000000000.0
296,40,28,L,250.0,1000000000000.0
297,41,27,L,250.0,1000000000000.0
298,41,28,L,250.0,1000000000000.0
299,42,27,L,250.0,1000000000000.0
300,42,28,L,250.0,1000000000000.0
301,43,27,L,250.0,1000000000000.0
302,43,28,L,250.0,1000000000000.0
303,44,27,L,250.0,1000000000000.0
304,44,28,L,250.0,1000000000000.0
305,45,27,L,250.0,1000000000000.0
306,45,28,L,250.0,1000000000000.0
307,46,27,L,250.0,1000000000000.0
308,46,28,L,250.0,1000000000000.0
309,47,27,L,250.0,1000000000000.0
310,47,28,L,250.0,1000000000000.0
311,48,27,L,250.0,1000000000000.0
312,48,28,L,250.0,1000000000000.0
313,49,27,L,250.0,1000000000000.0
314,49,28,L,250.0,1000000000000.0
315,50,27,L,250.0,1000000000000.0
316,50,28,L,250.0,1000000000000.0
317,51,27,L,250.0,1000000000000.0
318,51,28,L,250.0,1000000000000.0
319,52,27,L,250.0,1000000000000.0
320,52,28,L,250.0,1000000000000.0
321,53,27,L,250.0,1000000000000.0
322,53,28,L,250.0,1000000000000.0
323,54,27,L,250.0,1000000000000.0
324,54,28,L,250.0,1000000000000.0
325,55,27,L,250.0,1000000000000.0
326,55,28,L,250.0,1000000000000.0
327,56,27,L,250.0,1000000000000.0
328,56,28,L,250.0,1000000000000.0
329,57,27,L,250.0,1000000000000.0
330,57,28,L,250.0,1000000000000.0
331,58,27,L,250.0,1000000000000.0
332,58,28,L,250.0,1000000000000.0
333,59,27,L,250.0,1000000000000.0
334,59,28,L,250.0,1000000000000.0
335,60,27,L,250.0,1000000000000.0
336,60,28,L,250.0,1000000000000.0
337,61,27,L,250.0,1000000000000.0
338,61,28,L,250.0,1000000000000.0
339,62,27,L,250.0,1000000000000.0
340,62,28,L,250.0,1000000000000.0
341,63,27,L,250.0,1000000000000.0
342,63,28,L,250.0,1000000000000.0
343,64,27,L,250.0,1000000000000.0
344,64,28,L,250.0,1000000000000.0
345,65,27,L,250.0,1000000000000.0
346,65,28,L,250.0,1000000000000.0
347,66,27,L,250.0,1000000000000.0
348,66,28,L,250.0,1000000000000.0
349,67,27,L,250.0,1000000000000.0
350,67,28,L,250.0,1000000000000.0
351,68,27,L,250.0,1000000000000.0
352,68,28,L,250.0,1000000000000.0
353,69,27,L,250.0,1000000000000.0
354,69,28,L,250.0,1000000000000.0
355,70,27,L,250.0,1000000000000.0
356,70,28,L,250.0,1000000000000.0
357,71,27,L,250.0,1000000000000.0
358,71,28,L,250.0,1000000000000.0
359,72,27,L,250.0,1000000000000.0
360,72,28,L,250.0,1000000000000.0
361,1,27,sink,30.0,1000000000000.0
362,2,27,sink,30.0,1000000000000.0
363,3,27,sink,30.0,1000000000000.0
364,4,27,sink,30.0,1000000000000.0
365,5,27,sink,30.0,1000000000000.0
366,6,27,sink,30.0,1000000000000.0
367,7,27,sink,30.0,1000000000000.0
368,8,27,sink,30.0,1000000000000.0
369,9,27,sink,30.0,1000000000000.0
370,10,27,sink,30.0,1000000000000.0
371,11,27,sink,30.0,1000000000000.0
372,12,27,sink,30.0,1000000000000.0
373,13,27,sink,30.0,1000000000000.0
374,14,27,sink,30.0,1000000000000.0
375,15,27,sink,30.0,1000000000000.0
376,16,27,sink,30.0,1000000000000.0
377,17,27,sink,30.0,1000000000000.0
378,18,27,sink,30.0,1000000000000.0
379,19,27,sink,30.0,1000000000000.0
380,20,27,sink,30.0,1000000000000.0
381,21,27,sink,30.0,1000000000000.0
382,22,27,sink,30.0,1000000000000.0
383,23,27,sink,30.0,1000000000000.0
384,24,27,sink,30.0,1000000000000.0
385,25,27,sink,30.0,1000000000000.0
386,26,27,sink,30.0,1000000000000.0
387,27,27,sink,30.0,1000000000000.0
388,28,27,sink,30.0,1000000000000.0
389,29,27,sink,30.0,1000000000000.0
390,30,27,sink,30.0,1000000000000.0
391,31,27,sink,30.0,1000000000000.0
392,32,27,sink,30.0,1000000000000.0
393,33,27,sink,30.0,1000000000000.0
394,34,27,sink,30.0,1000000000000.0
395,35,27,sink,30.0,1000000000000.0
396,36,27,sink,30.0,1000000000000.0
397,37,27,sink,30.0,1000000000000.0
398,38,27,sink,30.0,1000000000000.0
399,39,27,sink,30.0,1000000000000.0
400,40,27,sink,30.0,1000000000000.0
401,41,27,sink,30.0,1000000000000.0
402,42,27,sink,30.0,1000000000000.0
403,43,27,sink,30.0,1000000000000.0
404,44,27,sink,30.0,1000000000000.0
405,45,27,sink,30.0,1000000000000.0
406,46,27,sink,30.0,1000000000000.0
407,47,27,sink,30.0,1000000000000.0
408,48,27,sink,30.0,1000000000000.0
409,49,27,sink,30.0,1000000000000.0
410,50,27,sink,30.0,1000000000000.0
411,51,27,sink,30.0,1000000000000.0
412,52,27,sink,30.0,1000000000000.0
413,53,27,sink,30.0,1000000000000.0
414,54,27,sink,30.0,1000000000000.0
415,55,27,sink,30.0,1000000000000.0
416,56,27,sink,30.0,1000000000000.0
417,57,27,sink,30.0,1000000000000.0
418,58,27,sink,30.0,1000000000000.0
419,59,27,sink,30.0,1000000000000.0
420,60,27,sink,30.0,1000000000000.0
421,61,27,sink,30.0,1000000000000.0
422,62,27,sink,30.0,1000000000000.0
423,63,27,sink,30.0,1000000000000.0
424,64,27,sink,30.0,1000000000000.0
425,65,27,sink,30.0,1000000000000.0
426,66,27,sink,30.0,1000000000000.0
427,67,27,sink,30.0,1000000000000.0
428,68,27,sink,30.0,1000000000000.0
429,69,27,sink,30.0,1000000000000.0
430,70,27,sink,30.0,1000000000000.0
431,71,27,sink,30.0,1000000000000.0
432,72,27,sink,30.0,1000000000000.0
433,1,28,sink,30.0,1000000000000.0
434,2,28,sink,30.0,1000000000000.0
435,3,28,sink,30.0,1000000000000.0
436,4,28,sink,30.0,1000000000000.0
437,5,28,sink,30.0,1000000000000.0
438,6,28,sink,30.0,1000000000000.0
439,7,28,sink,30.0,1000000000000.0
440,8,28,sink,30.0,1000000000000.0
441,9,28,sink,30.0,1000000000000.0
442,10,28,sink,30.0,1000000000000.0
443,11,28,sink,30.0,1000000000000.0
444,12,28,sink,30.0,1000000000000.0
445,13,28,sink,30.0,1000000000000.0
446,14,28,sink,30.0,1000000000000.0
447,15,28,sink,30.0,1000000000000.0
448,16,28,sink,30.0,1000000000000.0
449,17,28,sink,30.0,1000000000000.0
450,18,28,sink,30.0,1000000000000.0
451,19,28,sink,30.0,1000000000000.0
452,20,28,sink,30.0,1000000000000.0
453,21,28,sink,30.0,1000000000000.0
454,22,28,sink,30.0,1000000000000.0
455,23,28,sink,30.0,1000000000000.0
456,24,28,sink,30.0,1000000000000.0
457,25,28,sink,30.0,1000000000000.0
458,26,28,sink,30.0,1000000000000.0
459,27,28,sink,30.0,1000000000000.0
460,28,28,sink,30.0,1000000000000.0
461,29,28,sink,30.0,1000000000000.0
462,30,28,sink,30.0,1000000000000.0
463,31,28,sink,30.0,1000000000000.0
464,32,28,sink,30.0,1000000000000.0
465,33,28,sink,30.0,1000000000000.0
466,34,28,sink,30.0,1000000000000.0
467,35,28,sink,30.0,1000000000000.0
468,36,28,sink,30.0,1000000000000.0
469,37,28,sink,30.0,1000000000000.0
470,38,28,sink,30.0,1000000000000.0
471,39,28,sink,30.0,1000000000000.0
472,40,28,sink,30.0,1000000000000.0
473,41,28,sink,30.0,1000000000000.0
474,42,28,sink,30.0,1000000000000.0
475,43,28,sink,30.0,1000000000000.0
476,44,28,sink,30.0,1000000000000.0
477,45,28,sink,30.0,1000000000000.0
478,46,28,sink,30.0,1000000000000.0
479,47,28,sink,30.0,1000000000000.0
480,48,28,sink,30.0,1000000000000.0
481,49,28,sink,30.0,1000000000000.0
482,50,28,sink,30.0,1000000000000.0
483,51,28,sink,30.0,1000000000000.0
484,52,28,sink,30.0,1000000000000.0
485,53,28,sink,30.0,1000000000000.0
486,54,28,sink,30.0,1000000000000.0
487,55,28,sink,30.0,1000000000000.0
488,56,28,sink,30.0,1000000000000.0
489,57,28,sink,30.0,1000000000000.0
490,58,28,sink,30.0,1000000000000.0
491,59,28,sink,30.0,1000000000000.0
492,60,28,sink,30.0,1000000000000.0
493,61,28,sink,30.0,1000000000000.0
494,62,28,sink,30.0,1000000000000.0
495,63,28,sink,30.0,1000000000000.0
496,64,28,sink,30.0,1000000000000.0
497,65,28,sink,30.0,1000000000000.0
498,66,28,sink,30.0,1000000000000.0
499,67,28,sink,30.0,1000000000000.0
500,68,28,sink,30.0,1000000000000.0
501,69,28,sink,30.0,1000000000000.0
502,70,28,sink,30.0,1000000000000.0
503,71,28,sink,30.0,1000000000000.0
504,72,28,sink,30.0,1000000000000.0
505,1,29,cc,0.0,1000000000000.0
506,2,29,cc,0.0,1000000000000.0
507,3,29,cc,0.0,1000000000000.0
508,4,29,cc,0.0,1000000000000.0
509,5,29,cc,0.0,1000000000000.0
510,6,29,cc,0.0,1000000000000.0
511,7,29,cc,0.0,1000000000000.0
512,8,29,cc,0.0,1000000000000.0
513,9,29,cc,0.0,1000000000000.0
514,10,29,cc,0.0,1000000000000.0
515,11,29,cc,0.0,1000000000000.0
516,12,29,cc,0.0,1000000000000.0
517,13,29,cc,0.0,1000000000000.0
518,14,29,cc,0.0,1000000000000.0
519,15,29,cc,0.0,1000000000000.0
520,16,29,cc,0.0,1000000000000.0
521,17,29,cc,0.0,1000000000000.0
522,18,29,cc,0.0,1000000000000.0
523,19,29,cc,0.0,1000000000000.0
524,20,29,cc,0.0,1000000000000.0
525,21,29,cc,0.0,1000000000000.0
526,22,29,cc,0.0,1000000000000.0
527,23,29,cc,0.0,1000000000000.0
528,24,29,cc,0.0,1000000000000.0
529,25,29,cc,0.0,1000000000000.0
530,26,29,cc,0.0,1000000000000.0
531,27,29,cc,0.0,1000000000000.0
532,28,29,cc,0.0,1000000000000.0
533,29,29,cc,0.0,1000000000000.0
534,30,29,cc,0.0,1000000000000.0
535,31,29,cc,0.0,1000000000000.0
536,32,29,cc,0.0,1000000000000.0
537,33,29,cc,0.0,1000000000000.0
538,34,29,cc,0.0,1000000000000.0
539,35,29,cc,0.0,1000000000000.0
540,36,29,cc,0.0,1000000000000.0
541,37,29,cc,0.0,1000000000000.0
542,38,29,cc,0.0,1000000000000.0
543,39,29,cc,0.0,1000000000000.0
544,40,29,cc,0.0,1000000000000.0
545,41,29,cc,0.0,1000000000000.0
546,42,29,cc,0.0,1000000000000.0
547,43,29,cc,0.0,1000000000000.0
548,44,29,cc,0.0,1000000000000.0
549,45,29,cc,0.0,1000000000000.0
550,46,29,cc,0.0,1000000000000.0
551,47,29,cc,0.0,1000000000000.0
552,48,29,cc,0.0,1000000000000.0
553,49,29,cc,0.0,1000000000000.0
554,50,29,cc,0.0,1000000000000.0
555,51,29,cc,0.0,1000000000000.0
556,52,29,cc,0.0,1000000000000.0
557,53,29,cc,0.0,1000000000000.0
558,54,29,cc,0.0,1000000000000.0
559,55,29,cc,0.0,1000000000000.0
560,56,29,cc,0.0,1000000000000.0
561,57,29,cc,0.0,1000000000000.0
562,58,29,cc,0.0,1000000000000.0
563,59,29,cc,0.0,1000000000000.0
564,60,29,cc,0.0,1000000000000.0
565,61,29,cc,0.0,1000000000000.0
566,62,29,cc,0.0,1000000000000.0
567,63,29,cc,0.0,1000000000000.0
568,64,29,cc,0.0,1000000000000.0
569,65,29,cc,0.0,1000000000000.0
570,66,29,cc,0.0,1000000000000.0
571,67,29,cc,0.0,1000000000000.0
572,68,29,cc,0.0,1000000000000.0
573,69,29,cc,0.0,1000000000000.0
574,70,29,cc,0.0,1000000000000.0
575,71,29,cc,0.0,1000000000000.0
576,72,29,cc,0.0,1000000000000.0
