node,product,ghg_shadow_kg_per_t
69,6,0.0
69,7,0.0
69,8,0.0
69,9,0.0
69,10,0.0
69,11,0.0
69,12,0.0
69,13,0.0
70,1,0.0
70,2,0.0
70,3,0.0
70,4,0.0
70,5,0.0
70,6,0.0
70,7,0.0
70,8,0.0
70,9,0.0
70,10,0.0
70,11,0.0
70,12,0.0
70,13,0.0
71,1,0.0
71,2,0.0
71,3,0.0
71,4,0.0
71,5,0.0
71,6,0.0
71,7,0.0
71,8,0.0
71,9,0.0
71,10,0.0
71,11,0.0
71,12,0.0
71,13,0.0
72,1,0.0
72,2,0.0
72,3,0.0
72,4,0.0
72,5,0.0
72,6,0.0
72,7,0.0
72,8,0.0
72,9,0.0
72,10,0.0
72,11,0.0
72,12,0.0
72,13,0.0
1,27,-6.046839430203516
2,27,9.720687825272247
3,27,-2.695115137678461
4,27,10.0483478516358
5,27,-3.9252214812595785
6,27,-3.6857292066034804
7,27,1.118710235008531
8,27,-8.149383281389598
9,27,-5.666860031222248
10,27,-7.540542753406933
11,27,-10.908454932487512
12,27,-6.705012232549612
13,27,-15.014529479586113
14,27,-15.504548013578194
15,27,4.869187477197315
16,27,7.599403719983864
17,27,-7.60044359113881
18,27,-2.718931385583029
19,27,8.926995496446583
20,27,-11.979014579007
21,27,6.434576497384032
22,27,-10.839577541977079
23,27,-14.280537345004714
24,27,-11.483651345338718
25,27,-9.724419328780261
26,27,8.566083178170274
27,27,-4.823238801729634
28,27,-14.087919873023171
29,27,-4.9655987632914425
30,27,-9.328624945915834
31,27,-0.6411976768764767
32,27,-0.08036940969565443
33,27,-10.405319902845338
34,27,2.116823632782184
35,27,0.4230314481002031
36,27,-5.2402836075372665
37,27,-3.9448019854957836
38,27,4.3883378701248645
39,27,-9.011059411660977
40,27,0.0
41,27,-8.93407387690381
42,27,-2.6063480827536765
43,27,0.5590021693464218
44,27,4.4107551223392365
45,27,-5.4424697377270865
46,27,-9.243088048673531
47,27,-5.202818052729979
48,27,-9.53342303135556
49,27,-2.9569739298385143
50,27,-3.536429571817175
51,27,2.049204579918313
52,27,-8.51850298346455
53,27,-6.95670679864803
54,27,-18.187757045509525
55,27,-1.489717453903797
56,27,-7.3006924167697
57,27,-9.740750630875075
58,27,2.3733967158967495
59,27,-2.0981224405266716
60,27,-9.548016332404174
61,27,-2.745044421362416
62,27,-0.8031824432755581
63,27,-3.4651526988520924
64,27,7.747686366877255
65,27,-14.252923231685816
66,27,1.8885366225543807
67,27,-12.06547901250041
68,27,-11.526885687286699
69,27,-5.568245433379414
70,27,-7.622454157233205
71,27,-9.082944253371128
72,27,-2.600293183787752
