"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","EAST CENTRAL","60","DOOR","029","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","658,913","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","EAST CENTRAL","60","FOND DU LAC","039","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,352,608","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","EAST CENTRAL","60","KEWAUNEE","061","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","862,558","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","EAST CENTRAL","60","MANITOWOC","071","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,247,325","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","EAST CENTRAL","60","OUTAGAMIE","087","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","506,211","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","EAST CENTRAL","60","SHEBOYGAN","117","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,170,773","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","EAST CENTRAL","60","WINNEBAGO","139","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","586,660","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","NORTH CENTRAL","20","CLARK","019","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","224,659","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","NORTH CENTRAL","20","IRON","051","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","NORTH CENTRAL","20","LINCOLN","069","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","16,715","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","NORTH CENTRAL","20","MARATHON","073","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","335,730","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","NORTH CENTRAL","20","PRICE","099","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","NORTH CENTRAL","20","TAYLOR","119","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","40,986","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","NORTHEAST","30","FOREST","041","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","NORTHEAST","30","LANGLADE","067","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","166,836","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","NORTHEAST","30","MARINETTE","075","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","123,093","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","NORTHEAST","30","OCONTO","083","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","298,507","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","NORTHEAST","30","SHAWANO","115","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","298,549","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","NORTHWEST","10","BARRON","005","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","241,793","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","NORTHWEST","10","BAYFIELD","007","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","59,850","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","NORTHWEST","10","BURNETT","013","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","8,658","(L)"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","NORTHWEST","10","CHIPPEWA","017","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","125,297","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","NORTHWEST","10","POLK","095","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","26,596","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","NORTHWEST","10","RUSK","107","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","22,600","(L)"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","NORTHWEST","10","SAWYER","113","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","NORTHWEST","10","WASHBURN","129","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","10,379","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","SOUTH CENTRAL","80","COLUMBIA","021","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","531,750","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","SOUTH CENTRAL","80","DANE","025","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","845,469","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","SOUTH CENTRAL","80","DODGE","027","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,287,297","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","SOUTH CENTRAL","80","GREEN","045","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","442,508","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","SOUTH CENTRAL","80","JEFFERSON","055","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","362,089","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","SOUTH CENTRAL","80","ROCK","105","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","341,065","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","SOUTHEAST","90","KENOSHA","059","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","269,140","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","SOUTHEAST","90","MILWAUKEE","079","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","13,775","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","SOUTHEAST","90","OZAUKEE","089","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","218,178","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","SOUTHEAST","90","RACINE","101","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","530,573","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","SOUTHEAST","90","WALWORTH","127","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","269,976","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","SOUTHEAST","90","WASHINGTON","131","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","366,651","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","SOUTHEAST","90","WAUKESHA","133","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","114,341","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","SOUTHWEST","70","CRAWFORD","023","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","82,170","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","SOUTHWEST","70","GRANT","043","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","265,993","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","SOUTHWEST","70","IOWA","049","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","155,384","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","SOUTHWEST","70","LAFAYETTE","065","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","163,204","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","SOUTHWEST","70","RICHLAND","103","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","102,123","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","SOUTHWEST","70","SAUK","111","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","363,035","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","SOUTHWEST","70","VERNON","123","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","97,405","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","WEST CENTRAL","40","BUFFALO","011","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","36,945","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","WEST CENTRAL","40","DUNN","033","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","18,644","(L)"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","WEST CENTRAL","40","EAU CLAIRE","035","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","16,406","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","WEST CENTRAL","40","JACKSON","053","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","WEST CENTRAL","40","LA CROSSE","063","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","5,680","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","WEST CENTRAL","40","MONROE","081","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","9,946","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","WEST CENTRAL","40","PEPIN","091","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","WEST CENTRAL","40","PIERCE","093","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","40,740","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","WEST CENTRAL","40","ST CROIX","109","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","35,930","14.8"
"CENSUS","2022","YEAR","","COUNTY","WISCONSIN","55","WEST CENTRAL","40","TREMPEALEAU","121","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","23,080","14.8"
